name,year,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,seats,torque_nm,max_torque_rpm,selling_price
Mahindra TUV 300 mHAWK100 T8,2017,100000,Diesel,Individual,Manual,Second Owner,18.4,1493.0,100.0,7.0,240.0,2200.0,725000
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,157000,Diesel,Individual,Manual,First Owner,13.6,2393.0,147.8,7.0,343.0,2100.0,1680000
Maruti Ritz VDi,2012,90000,Diesel,Individual,Manual,Second Owner,23.0,1248.0,73.94,5.0,190.0,2000.0,240000
Chevrolet Captiva 2.2 LT,2013,65000,Diesel,Individual,Manual,First Owner,14.0,2231.0,184.0,7.0,424.0,2000.0,667000
Maruti Celerio ZXI,2015,30000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.04,5.0,90.0,3500.0,400000
Maruti Ertiga LXI,2015,70000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.7,7.0,130.0,4000.0,599000
Hyundai Creta 1.4 CRDi S,2016,100000,Diesel,Individual,Manual,First Owner,21.3,1396.0,88.7,5.0,219.7,2125.0,725000
Honda City i VTEC V,2015,120000,Petrol,Individual,Manual,Second Owner,17.0,1497.0,117.3,5.0,145.0,4600.0,525000
Skoda Fabia Scout 1.2 TDI,2012,110000,Diesel,Individual,Manual,First Owner,21.0,1199.0,75.0,5.0,180.0,2000.0,190000
Hyundai Grand i10 CRDi Sportz,2015,60000,Diesel,Individual,Manual,Fourth & Above Owner,24.0,1120.0,70.0,5.0,160.0,2125.0,310000
Hyundai Grand i10 CRDi Sportz,2016,90000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,70.0,5.0,160.0,2125.0,380000
Maruti Alto K10 2010-2014 VXI,2012,110000,Petrol,Individual,Manual,Third Owner,20.9,998.0,67.1,5.0,90.0,3500.0,204000
Hyundai EON 1.0 Era Plus,2018,25000,Petrol,Individual,Manual,First Owner,20.0,998.0,68.05,5.0,94.14,3500.0,350000
Volkswagen Vento Diesel Highline,2013,100000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,350000
Ford Figo Diesel Titanium,2012,120000,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,160.0,2000.0,175000
Volkswagen Vento Diesel Highline,2011,90000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.6,5.0,250.0,2000.0,340000
Honda City i-VTEC VX,2017,35000,Petrol,Individual,Manual,First Owner,17.0,1497.0,117.6,5.0,145.0,4600.0,950000
Honda City i VTEC V,2017,35000,Petrol,Individual,Manual,First Owner,17.0,1497.0,117.3,5.0,145.0,4600.0,894999
Tata Sumo Gold EX,2014,101200,Diesel,Individual,Manual,Second Owner,15.0,2956.0,83.83,7.0,250.0,1500.0,350000
Tata Indigo GLX,2005,90000,Petrol,Individual,Manual,Second Owner,12.0,1396.0,85.0,5.0,117.6798,3500.0,100000
Maruti Swift Dzire VDI,2016,76000,Diesel,Individual,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,550000
Mahindra XUV500 W6 2WD,2016,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,7.0,330.0,2200.0,800000
Tata New Safari DICOR 2.2 EX 4x2,2008,179150,Diesel,Individual,Manual,Second Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,500000
Maruti 800 Std MPFi,2003,62000,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,4.0,59.0,2500.0,42000
Maruti Swift Dzire VDI,2019,35000,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,694000
Mahindra XUV500 AT W6 2WD,2016,120000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,7.0,330.0,2200.0,861999
Honda Amaze SX i-DTEC,2017,50000,Diesel,Individual,Manual,First Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,650000
Maruti Swift Dzire ZDi,2011,70000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,310000
Maruti Swift VDI,2013,97000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,360000
Mahindra XUV500 W8 AWD,2012,84487,Diesel,Individual,Manual,Fourth & Above Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,500000
Toyota Innova 2.5 GX 7 STR,2010,100000,Diesel,Individual,Manual,Second Owner,12.0,2494.0,102.0,7.0,200.05565999999996,2400.0,475000
Maruti Alto LX,2007,60000,Petrol,Individual,Manual,Third Owner,19.0,796.0,46.3,5.0,62.0,3000.0,100000
Maruti SX4 Zxi BSIII,2009,110000,Petrol,Individual,Manual,Third Owner,15.0,1586.0,104.68,5.0,145.0,4100.0,200000
Mahindra Xylo E4 BS IV,2010,146000,Diesel,Individual,Manual,Fourth & Above Owner,14.0,2498.0,112.0,7.0,260.0,2000.0,245000
Maruti Swift Dzire VDI,2014,70000,Diesel,Individual,Manual,First Owner,23.0,1248.0,74.0,5.0,190.0,2000.0,450000
Maruti Vitara Brezza VDi Option,2017,51146,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,800000
Maruti Ritz LXI,2011,40000,Petrol,Individual,Manual,First Owner,21.0,1197.0,85.8,5.0,114.0,4000.0,215000
Maruti Vitara Brezza VDi Option,2017,50000,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,760000
Volkswagen Polo 1.5 TDI Comfortline,2015,80000,Diesel,Individual,Manual,First Owner,20.1,1498.0,88.8,5.0,230.0,2000.0,416000
Maruti Wagon R LXI BSIII,2011,120000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.1,5.0,90.0,3500.0,195000
Maruti Alto 800 VXI,2017,23000,Petrol,Individual,Manual,First Owner,24.0,796.0,47.3,5.0,69.0,3500.0,325000
Maruti Alto K10 LXI,2010,70000,Petrol,Individual,Manual,Second Owner,20.9,998.0,67.1,5.0,90.0,3500.0,145000
Maruti Swift VDI,2018,23000,Diesel,Individual,Manual,First Owner,28.0,1248.0,74.0,5.0,190.0,2000.0,675000
Maruti Wagon R VXI Optional,2016,30000,Petrol,Individual,Manual,Second Owner,20.5,998.0,67.04,5.0,90.0,3500.0,340000
Tata Manza Aura Plus Quadrajet BS IV,2011,50000,Diesel,Individual,Manual,First Owner,19.0,1248.0,90.0,5.0,200.0,2375.0,340000
Maruti Omni MPI STD BSIV,2014,40000,Petrol,Individual,Manual,First Owner,16.0,796.0,34.2,5.0,59.0,2500.0,260000
Maruti 800 AC,2007,60000,Petrol,Individual,Manual,Second Owner,16.0,796.0,37.0,4.0,59.0,2500.0,75000
Tata Indica Vista TDI LX,2011,80000,Diesel,Individual,Manual,First Owner,19.0,1405.0,70.0,5.0,135.4,2500.0,350000
Tata Manza Aura (ABS) Quadrajet BS IV,2010,150000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,88.8,5.0,200.0,2375.0,170000
Maruti Swift Dzire Tour S CNG,2018,40000,Petrol,Individual,Manual,First Owner,19.0,1197.0,85.8,5.0,114.0,4000.0,600000
Honda City 1.5 V AT,2010,25000,Petrol,Individual,Automatic,First Owner,16.0,1497.0,118.0,5.0,146.0,4800.0,800000
Force One EX,2018,120000,Diesel,Individual,Manual,Second Owner,17.0,2650.0,80.84,7.0,230.0,1900.0,850000
Mahindra XUV500 W6 2WD,2014,120000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,980000
Tata Sumo Gold GX BSIII,2012,270000,Diesel,Individual,Manual,Third Owner,14.0,2956.0,68.4,7.0,223.0,1900.0,340000
Maruti Vitara Brezza ZDi AMT,2018,50000,Diesel,Individual,Automatic,Second Owner,24.0,1248.0,88.5,5.0,200.0,1750.0,900000
Maruti Ertiga ZDI,2013,60000,Diesel,Individual,Manual,Third Owner,20.7,1248.0,88.8,7.0,200.0,1750.0,600000
Maruti Swift Dzire ZDi,2008,149000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,270000
Hyundai Santro Sportz BSIV,2019,5000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,5.0,99.0,4500.0,509999
Tata Indica Vista TDI LX,2013,70000,Diesel,Individual,Manual,Second Owner,19.0,1405.0,70.0,5.0,135.4,2500.0,225000
Hyundai i10 Magna,2015,55000,Petrol,Individual,Manual,First Owner,20.3,1197.0,78.9,5.0,111.7,4000.0,280000
Mahindra Bolero 2011-2019 Plus AC,2013,120000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,9.0,195.0,1820.0,440000
Tata Safari Storme EX,2014,291977,Diesel,Individual,Manual,First Owner,14.0,2179.0,138.1,7.0,320.0,2200.0,500000
Honda CR-V 2.4L 4WD,2005,85000,Petrol,Individual,Manual,Third Owner,11.0,2354.0,158.8,5.0,218.0,4200.0,476999
Hyundai i20 Active 1.2 S,2015,70000,Petrol,Individual,Manual,Third Owner,17.1,1197.0,81.86,5.0,114.73,4000.0,590000
Ford Endeavour 2.5L 4X2 MT,2010,120000,Diesel,Individual,Manual,First Owner,13.0,2499.0,141.0,7.0,330.0,1800.0,500000
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,40000,Diesel,Individual,Manual,First Owner,22.7,1498.0,98.59,5.0,205.0,2500.0,600000
Mahindra Scorpio 1.99 S4,2016,70000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,750000
BMW 3 Series 320d GT Luxury Line,2017,39000,Diesel,Dealer,Automatic,First Owner,19.5,1995.0,187.74,5.0,380.0,2250.0,2950000
BMW 5 Series 520d Luxury Line,2019,10000,Diesel,Dealer,Automatic,First Owner,18.1,1995.0,190.0,5.0,400.0,2125.0,5200000
Volkswagen Polo 1.5 TDI Comfortline,2019,36800,Diesel,Dealer,Manual,First Owner,20.1,1498.0,88.0,5.0,230.0,2000.0,695000
Maruti Swift Dzire VDI Optional,2018,52200,Diesel,Dealer,Manual,First Owner,26.5,1248.0,74.0,5.0,190.0,2000.0,690000
Hyundai Grand i10 1.2 CRDi Magna,2016,78000,Diesel,Dealer,Manual,First Owner,24.0,1186.0,73.97,5.0,190.24,2000.0,409999
Tata Harrier XZ Plus,2020,16000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,350.0,2125.0,1650000
Audi Q3 2.0 TDI Quattro Premium Plus,2016,30000,Diesel,Dealer,Automatic,First Owner,15.7,1968.0,174.33,5.0,380.0,2125.0,2375000
Hyundai Grand i10 1.2 CRDi Sportz,2017,29000,Diesel,Dealer,Manual,Second Owner,24.0,1186.0,73.97,5.0,190.24,2000.0,525000
Jeep Compass 2.0 Limited Plus 4X4,2019,25000,Diesel,Dealer,Manual,First Owner,16.0,1956.0,170.63,5.0,350.0,2125.0,2150000
Mahindra XUV500 W8 2WD,2013,60000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,540000
Toyota Fortuner 4x4 AT,2017,60000,Diesel,Dealer,Automatic,Second Owner,12.5,2982.0,168.5,7.0,360.0,2300.0,2750000
Mahindra Scorpio 1.99 S10 4WD,2016,112000,Diesel,Dealer,Manual,Second Owner,15.0,1997.0,120.0,7.0,280.0,2300.0,1000000
Audi A4 35 TDI Premium Plus,2018,15000,Diesel,Dealer,Automatic,First Owner,18.2,1968.0,187.74,5.0,400.0,2375.0,2900000
Maruti Ciaz Alpha Diesel,2018,36000,Diesel,Dealer,Manual,First Owner,28.0,1248.0,88.5,5.0,200.0,1750.0,975000
Maruti Wagon R VXI,2016,60000,Petrol,Dealer,Manual,First Owner,21.7,998.0,67.05,5.0,90.0,3500.0,355000
Honda CR-V 2.4L 4WD MT,2008,120000,Petrol,Individual,Manual,First Owner,11.0,2354.0,158.8,5.0,218.0,4200.0,400000
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,40000,Diesel,Dealer,Manual,First Owner,20.1,1498.0,88.0,5.0,230.0,2000.0,650000
Maruti Ciaz 1.3 Alpha,2017,60000,Diesel,Individual,Manual,First Owner,28.0,1248.0,88.5,5.0,200.0,1750.0,720000
Hyundai Verna 1.6 VTVT S,2016,25000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,154.9,4200.0,850000
Maruti Alto K10 VXI,2015,42000,Petrol,Individual,Manual,First Owner,23.9,998.0,67.05,5.0,90.0,3500.0,290000
Mahindra TUV 300 T8 AMT,2016,90000,Diesel,Individual,Automatic,Second Owner,18.4,1493.0,100.0,7.0,230.0,1875.0,600000
Maruti Ritz VDi,2011,90000,Diesel,Individual,Manual,Second Owner,21.0,1248.0,73.9,5.0,113.0,4500.0,300000
Renault Pulse RxL,2012,110000,Diesel,Individual,Manual,Second Owner,23.0,1461.0,63.12,5.0,160.0,2000.0,225000
Maruti Swift Dzire VDi,2009,70000,Diesel,Individual,Manual,Second Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,240000
Hyundai Verna 1.6 SX,2014,80000,Diesel,Individual,Manual,First Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,700000
Hyundai i20 Active 1.4 SX Dual Tone,2016,80000,Diesel,Individual,Manual,First Owner,21.1,1396.0,88.73,5.0,219.66,2125.0,800000
Renault Duster 110PS Diesel RxZ,2012,90000,Diesel,Individual,Manual,First Owner,19.0,1461.0,108.45,5.0,248.0,2250.0,450000
Tata Indica V2 DLE BSII,2007,90000,Diesel,Individual,Manual,Third Owner,17.0,1396.0,53.5,5.0,83.35652499999999,2500.0,90000
Toyota Corolla Altis Diesel D4DG,2010,120000,Diesel,Individual,Manual,Second Owner,21.4,1364.0,87.2,5.0,205.0,2300.0,450000
Toyota Etios Liva GD,2012,107500,Diesel,Individual,Manual,Second Owner,,,,,,,400000
Toyota Innova Crysta 2.8 GX AT BSIV,2017,62000,Diesel,Dealer,Automatic,First Owner,11.3,2755.0,171.5,7.0,360.0,2300.0,1465000
Hyundai Creta 1.6 CRDi SX Plus,2016,79000,Diesel,Dealer,Manual,First Owner,19.6,1582.0,126.2,5.0,259.9,2325.0,925000
Toyota Fortuner 4x4 MT,2015,20000,Diesel,Individual,Manual,First Owner,12.5,2982.0,168.5,7.0,343.0,2400.0,2000000
Tata Indigo LS,2004,248200,Diesel,Individual,Manual,Second Owner,16.0,1405.0,70.0,5.0,132.389775,2500.0,80000
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,110000,Diesel,Individual,Manual,Second Owner,10.0,2179.0,120.0,7.0,290.0,2300.0,300000
Maruti Swift Dzire VDi,2009,100000,Diesel,Individual,Manual,First Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,360000
Hyundai Verna Transform CRDi VGT SX ABS,2010,70000,Diesel,Individual,Manual,Second Owner,16.0,1493.0,110.0,5.0,235.3596,2325.0,320000
Ambassador Classic 2000 DSZ AC PS,1994,100000,Diesel,Individual,Manual,Second Owner,12.0,1995.0,52.0,5.0,106.0,2200.0,99000
Maruti Ertiga SHVS ZDI,2016,50000,Diesel,Individual,Manual,Second Owner,24.5,1248.0,88.5,7.0,200.0,1750.0,780000
Maruti Ertiga VDI,2013,139000,Diesel,Individual,Manual,First Owner,20.7,1248.0,88.76,7.0,200.0,1750.0,620000
Skoda Octavia RS 1.8 Turbo Petrol MT,2006,120000,Petrol,Individual,Manual,Third Owner,13.0,1781.0,149.5,5.0,209.86230999999998,3175.0,100000
Tata Indica Vista Safire GLX,2014,35000,Petrol,Individual,Manual,Second Owner,16.0,1172.0,64.1,5.0,96.0,3000.0,210000
Renault Triber RXZ,2019,7720,Petrol,Individual,Manual,First Owner,20.0,999.0,71.0,7.0,96.0,3500.0,786000
Mahindra XUV500 W8 AWD,2014,50000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,7.0,330.0,2200.0,1000000
Maruti Zen D,2002,60000,Diesel,Individual,Manual,Second Owner,20.0,1527.0,58.0,5.0,78.0,2250.0,120000
Mahindra Verito Vibe 1.5 dCi D6,2016,100000,Diesel,Individual,Manual,First Owner,20.0,1461.0,64.1,5.0,160.0,2000.0,750000
Hyundai i20 Magna 1.2,2016,57882,Petrol,Individual,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,550000
Tata Safari Storme LX,2018,142000,Diesel,Individual,Manual,First Owner,14.0,2179.0,147.94,5.0,320.0,2250.0,875000
Tata Safari Storme LX,2018,140000,Diesel,Individual,Manual,Third Owner,14.0,2179.0,147.94,5.0,320.0,2250.0,890000
Mahindra Bolero 2011-2019 SLX,2015,30000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,7.0,195.0,1800.0,550000
Datsun GO T Petrol,2018,10000,Petrol,Individual,Manual,First Owner,19.8,1198.0,67.0,5.0,104.0,4000.0,400000
Maruti Celerio VXI,2015,30000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.04,5.0,90.0,3500.0,290000
Tata Indigo CS LS (TDI) BS III,2012,90000,Diesel,Individual,Manual,First Owner,19.0,1396.0,69.0,5.0,135.0,2500.0,150000
Maruti Eeco 7 Seater Standard BSIV,2015,35000,Petrol,Individual,Manual,Second Owner,15.3,1196.0,73.0,7.0,101.0,3000.0,300000
Maruti Swift 1.3 VXi,2009,25000,Petrol,Individual,Manual,First Owner,,,,,,,220000
Datsun RediGO T,2017,31100,Petrol,Dealer,Manual,First Owner,22.0,799.0,53.64,5.0,72.0,4386.0,270000
Hyundai Santro Magna BSIV,2019,5000,Petrol,Individual,Manual,First Owner,20.0,1086.0,68.0,5.0,99.0,4500.0,500000
Tata Manza Club Class Quadrajet90 LS,2013,50000,Diesel,Individual,Manual,First Owner,21.0,1248.0,88.8,5.0,200.0,2375.0,250000
Honda Jazz 1.2 V i VTEC,2018,8576,Petrol,Dealer,Manual,First Owner,18.0,1199.0,88.7,5.0,110.0,4800.0,680000
Tata Indigo eCS LX BSIV,2013,80000,Diesel,Individual,Manual,First Owner,23.0,1396.0,69.0,5.0,140.0,2400.0,220000
Toyota Innova 2.5 GX 7 STR,2009,242000,Diesel,Individual,Manual,Fourth & Above Owner,12.0,2494.0,102.0,7.0,200.05565999999996,2400.0,650000
BMW 6 Series GT 630d Luxury Line,2018,22000,Diesel,Individual,Automatic,First Owner,17.0,2993.0,261.4,4.0,620.0,2250.0,5500000
Maruti Swift Dzire AMT ZDI Plus,2017,30000,Diesel,Dealer,Automatic,First Owner,28.0,1248.0,74.02,5.0,190.0,2000.0,875000
Hyundai i20 Asta Option 1.2,2019,9000,Petrol,Dealer,Manual,First Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,785000
Honda WR-V i-VTEC VX,2017,30000,Petrol,Dealer,Manual,First Owner,17.0,1199.0,88.7,5.0,110.0,4800.0,819999
BMW 3 Series GT Luxury Line,2016,60000,Diesel,Dealer,Automatic,First Owner,21.7,1995.0,188.0,5.0,400.0,2125.0,2950000
Toyota Innova Crysta 2.4 ZX MT,2016,27000,Diesel,Dealer,Manual,First Owner,13.6,2393.0,147.51,7.0,343.0,2100.0,1925000
Honda WR-V i-DTEC VX,2017,39000,Diesel,Dealer,Manual,First Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,885000
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,64000,Petrol,Dealer,Automatic,First Owner,16.0,1499.0,110.4,5.0,140.0,4400.0,680000
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,42000,Diesel,Dealer,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,960000
Honda Brio 1.2 VX MT,2012,45000,Petrol,Dealer,Manual,First Owner,18.0,1198.0,86.8,5.0,109.0,4500.0,385000
Tata Harrier XZ,2019,15000,Diesel,Dealer,Manual,First Owner,17.0,1956.0,167.67,5.0,350.0,2125.0,1650000
Mahindra TUV 300 mHAWK100 T8,2018,55000,Diesel,Dealer,Manual,First Owner,18.4,1493.0,100.0,7.0,240.0,2200.0,890000
Ford Endeavour 3.0L 4X4 AT,2015,64000,Diesel,Dealer,Automatic,First Owner,11.0,2953.0,153.86,7.0,380.0,2500.0,1275000
BMW 6 Series GT 630d Luxury Line,2018,27000,Diesel,Dealer,Automatic,First Owner,17.0,2993.0,261.4,4.0,620.0,2250.0,6000000
Maruti Ciaz Delta Automatic BSIV,2019,15000,Petrol,Dealer,Automatic,First Owner,20.2,1462.0,103.25,5.0,138.0,4400.0,1025000
Volkswagen Polo GT TSI,2016,69000,Petrol,Dealer,Automatic,First Owner,17.0,1197.0,103.6,5.0,175.0,2800.0,675000
Maruti Swift Dzire ZXI Plus BS IV,2017,80000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,113.0,4200.0,700000
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,60000,Diesel,Dealer,Manual,First Owner,22.7,1498.0,98.59,5.0,205.0,2500.0,780000
Hyundai Verna 1.6 SX CRDi (O),2017,70000,Diesel,Dealer,Manual,First Owner,22.3,1582.0,126.32,5.0,259.8,2325.0,1050000
Audi Q5 45 TDI quattro Technology,2015,105000,Diesel,Dealer,Automatic,Second Owner,13.2,2967.0,241.4,5.0,580.0,2325.0,2700000
Tata Bolt Quadrajet XE,2016,100000,Diesel,Individual,Manual,First Owner,22.9,1248.0,74.0,5.0,190.0,2375.0,400000
Mahindra Bolero 2011-2019 Plus Non AC,2011,100000,Diesel,Individual,Manual,First Owner,15.9,2523.0,62.1,9.0,195.0,1820.0,400000
Tata Hexa XM,2018,35000,Diesel,Individual,Manual,First Owner,17.0,2179.0,153.86,7.0,400.0,2125.0,1300000
Mahindra TUV 300 mHAWK100 T8,2018,11500,Diesel,Individual,Manual,First Owner,18.4,1493.0,100.0,7.0,240.0,2200.0,819999
Mahindra TUV 300 T6 Plus AMT,2015,40000,Diesel,Individual,Automatic,First Owner,18.4,1493.0,100.0,7.0,240.0,2200.0,620000
Renault KWID 1.0 RXL,2018,50000,Petrol,Individual,Manual,First Owner,23.0,999.0,67.0,5.0,91.0,4250.0,260000
Hyundai Grand i10 Asta,2015,55380,Petrol,Dealer,Manual,First Owner,18.0,1197.0,82.0,5.0,114.0,4000.0,484999
Jaguar XF Diesel,2015,13500,Diesel,Dealer,Automatic,First Owner,14.7,2993.0,270.9,5.0,600.0,2000.0,2500000
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,18816,Petrol,Dealer,Manual,First Owner,17.0,1198.0,73.75,5.0,110.0,3750.0,650000
Toyota Innova Crysta 2.8 ZX AT BSIV,2016,42163,Diesel,Dealer,Automatic,Second Owner,11.3,2755.0,171.5,7.0,360.0,2300.0,1525000
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,70000,Diesel,Individual,Manual,Second Owner,12.9,2494.0,100.0,8.0,200.0,2400.0,910000
Tata Indica V2 DLX BSIII,2016,60000,Diesel,Individual,Manual,Second Owner,17.8,1405.0,48.21,5.0,85.0,2500.0,300000
Maruti Zen LXi - BS III,2004,80000,Petrol,Individual,Manual,Second Owner,17.0,993.0,60.0,5.0,78.0,4500.0,120000
Hyundai i20 Era 1.2,2015,45900,Petrol,Individual,Manual,Second Owner,18.0,1197.0,81.83,5.0,114.7,4000.0,490000
Maruti Alto LXi,2011,40000,Petrol,Individual,Manual,First Owner,19.0,796.0,46.3,5.0,62.0,3000.0,155000
Mahindra Scorpio SLE BSIV,2013,90000,Diesel,Individual,Manual,Second Owner,12.0,2179.0,120.0,8.0,290.0,2300.0,490000
Maruti Alto LXi BSIII,2010,105000,Petrol,Individual,Manual,First Owner,19.0,796.0,46.3,5.0,62.0,3000.0,132000
Hyundai Elite i20 Diesel Sportz,2018,30000,Diesel,Individual,Manual,First Owner,22.5,1396.0,88.76,5.0,219.66,2125.0,750000
Maruti Wagon R VXI BS IV with ABS,2011,20000,Petrol,Individual,Manual,First Owner,18.0,998.0,67.1,5.0,90.0,3500.0,225000
Hyundai i10 Sportz,2011,80000,Petrol,Individual,Manual,First Owner,20.3,1197.0,78.9,5.0,111.8,4000.0,240000
Chevrolet Spark 1.0,2010,80000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62.0,5.0,90.3,4200.0,80000
Maruti 800 Std,2004,120000,Petrol,Individual,Manual,First Owner,16.0,796.0,37.0,4.0,59.0,2500.0,40000
Honda BRV i-DTEC V MT,2019,50000,Diesel,Individual,Manual,Second Owner,21.0,1498.0,98.6,7.0,200.0,1750.0,1100000
Hyundai Xcent 1.1 CRDi S,2016,80000,Diesel,Individual,Manual,Second Owner,24.0,1120.0,71.0,5.0,180.4,2125.0,380000
Tata New Safari DICOR 2.2 EX 4x2,2011,120000,Diesel,Individual,Manual,Second Owner,11.5,2179.0,138.1,7.0,320.0,2200.0,300000
Maruti Swift VDI,2011,70000,Diesel,Individual,Manual,First Owner,22.0,1248.0,74.0,5.0,190.0,2000.0,325000
Mahindra KUV 100 mFALCON D75 K6,2016,130000,Diesel,Individual,Manual,First Owner,25.3,1198.0,77.0,6.0,190.0,2000.0,400000
Renault Lodgy Stepway 85PS RXZ 8S,2017,50000,Diesel,Individual,Manual,First Owner,21.0,1461.0,83.8,8.0,200.0,1900.0,800000
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,80000,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,205.0,2500.0,950000
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,59000,Petrol,Individual,Manual,First Owner,18.1,1198.0,82.0,5.0,115.0,3550.0,530000
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,100000,Diesel,Individual,Manual,Third Owner,18.0,1248.0,73.8,7.0,172.5,1750.0,350000
Hyundai Sonata 2.4L AT,2008,50000,Petrol,Individual,Automatic,First Owner,11.0,2359.0,165.0,5.0,231.43694,4250.0,168000
Renault KWID RXT,2016,45000,Petrol,Individual,Manual,Second Owner,25.1,799.0,53.3,5.0,72.0,4386.0,240000
Maruti Swift Dzire VDi,2010,80000,Diesel,Individual,Manual,Fourth & Above Owner,19.0,1248.0,73.9,5.0,190.0,2000.0,220000
Maruti Wagon R LXI Minor,2008,80000,Petrol,Individual,Manual,Fourth & Above Owner,18.0,1061.0,67.0,5.0,84.0,3500.0,110000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,24000,Diesel,Individual,Manual,First Owner,13.6,2393.0,147.8,8.0,343.0,2100.0,2064000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,25000,Diesel,Individual,Manual,First Owner,25.0,1248.0,88.5,5.0,200.0,1750.0,950000
Honda Amaze VX i-DTEC,2013,40000,Diesel,Individual,Manual,Second Owner,25.0,1498.0,98.6,5.0,200.0,1750.0,420000
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,29000,Petrol,Individual,Manual,First Owner,16.0,1172.0,65.0,5.0,96.0,3000.0,150000
Honda Amaze S CVT i-VTEC,2018,15000,Petrol,Individual,Automatic,First Owner,18.0,1199.0,88.7,5.0,110.0,4800.0,750000
